Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
22,KORDA MISSION HOSPITAL,0,RIFT VALLEY,TRANS MARA,KEIYAN,ISAMPIN,ELANGATA SAEN,1,MISS,-1.037027,34.768478
24,LOLGORIEN  SUB DISTRICT HOSPITAL,1829,RIFT VALLEY,TRANS MARA,LOLGORIAN,MOYOI,LOLGORIAN,1,MOH,-1.22817,34.8062
45,ST. JOSEPH MISS.  HOSP. KILGORIS,1837,RIFT VALLEY,TRANS MARA,KILGORIS,OLOLCHANI,KILGORIS,1,MISS,-1.00244,34.8776
24,KIMININI CATHOLIC COTTAGE HOSP,1846,RIFT VALLEY,TRANS-NZOIA,KIMININI,KIMININI,KIMININITNZOIA,1,MISS,0.887734,34.92535
28,KITALE DISTRICT HOSPITAL,1868,RIFT VALLEY,TRANS-NZOIA,CENTRAL,KIBOMET,BIDII,1,MOH,1.03732,35.0189
7,ICRC LOKICHOGGIO HOSPITAL,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,LOKICHOGGIO,1,NGO,4.189929,34.3078
17,KAKUMA HOSPITAL,2170,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,NADAPALKAKUMA,1,MISS,3.71732,34.8668
44,LODWAR DISTRICT HOSPITAL,2172,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,NAPETET,1,MOH,3.1176,35.5998
49,LOKICHOGIO DISTRICT HOSPITAL,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,MOGILA,MOGILA,1,MOH,4.18101,34.3924
52,LOKITAUNG SUB-DISTRICT HOSP.,2173,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,NAKALALELOKITAUNG,1,MOH,4.2679,35.7514
55,P.C.E.A PLATEAU HOSPITAL,1926,RIFT VALLEY,UASIN GISHU,AINABKOI,CHEPKERO,KILEGES,1,MISS,0.404511,35.4251
24,KAPENGURIA DISTRICT HOSPITAL,2209,RIFT VALLEY,WEST POKOT,KAPENGURIA,KAPENGURIA,CHEWOYET,1,MOH,1.2335,35.1162
55,ORTUM CATHOLIC MISSION HOSP.,2210,RIFT VALLEY,WEST POKOT,CHEPARERIA,BATEI,SOBUKWO,1,MISS,1.45572,35.3482
5,BUNGOMA DISTRICT HOSPITAL,2237,WESTERN,BUNGOMA,KANDUYI,TOWNSHIP,TOWNSHIPKANDUYI,1,MOH,0.572,34.557
23,KIMILILI SUB-DISTRICT HOSPITAL,2230,WESTERN,BUNGOMA,KIMILILI,KIMILILI,TOWNSHIPKIMILILI,1,MOH,0.788988,34.712779
30,LUGULU MISSION HOSPITAL,2238,WESTERN,BUNGOMA,WEBUYE,MISIKHU,KITUNI,1,MISS,0.661309,34.752781
40,MISIKHU MISSION HOSPITAL,2239,WESTERN,BUNGOMA,NDIVISI,NAMARAMBI,MARINDA,1,MISS,0.71883,34.7575
59,WEBUYE DISTRICT HOSPITAL,2240,WESTERN,BUNGOMA,WEBUYE,WEBUYE,MARAKA,1,MOH,0.5971,34.7585
8,BUSIA DISTRICT HOSPITAL,2264,WESTERN,BUSIA,TOWNSHIP,TOWNSHIP,MJINI CENTRAL,1,MOH,0.460407,34.104497
24,NAMBOBOTO CATHOLIC MISSION H.,0,WESTERN,BUSIA,FUNYULA,NAMBUKU,LUGALA,1,MISS,0.32367,34.0957
28,NANGINA MISSION HOSPITAL,2265,WESTERN,BUSIA,FUNYULA,NANGOSIA,SIGULU,1,MISS,0.277485,34.105452
29,PORT VICTORIA SUB-DISTRICT HOSP,2266,WESTERN,BUSIA,BUDALANGI,BUNYALA WEST,BUKANI,1,MOH,0.097198,33.975805
7,BUTERE DISTRICT HOSPITAL,2306,WESTERN,BUTERE/MUMIAS,BUTERE,TOWNSHIP,SHIREMBE,1,MOH,0.208536,34.493471
24,MANYALA SUB-DISTRICT HOSPITAL,2325,WESTERN,BUTERE/MUMIAS,BUTERE,MANYALA,ESHIENJERA,1,MOH,0.160402,34.45262
30,MUMIAS MISSION HOSPITAL,0,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,MATAWA,1,MISS,0.32246,34.4342
36,MWIHILIA COG HOSPITAL YALA,2350,WESTERN,BUTERE/MUMIAS,KHWISERO,NORTH KISA,MUNDOBELWA,1,MISS,0.17753,34.613972
47,ST.MARY'S  HOSPITAL,2349,WESTERN,BUTERE/MUMIAS,MUMIAS,NABONGO,TOWNSHIP,1,MISS,0.326827,34.498991
35,MUKUMU MISSION HOSP,2348,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,SHITOCHI,1,MISS,0.204344,34.7652
6,LUMAKANDA DISTRICT HOSPITAL,2321,WESTERN,LUGARI/MALAVA,LUGARI,LUMAKANDA,MUNYUKI,1,MOH,0.634782,34.97615
6,KAPSOKWONY DISTRICT HOSP,2227,WESTERN,MOUNT ELGON,KAPSOKWONY,KAPSOKWONY,BUGAA,1,MOH,0.846079,34.7148
3,AMUKURA MISS. HOSPITAL,2252,WESTERN,TESO,AMUKURA,AMUKURA,AMUKURA,1,MISS,0.572453,34.289204
19,KAIMOSI FRIENDS' HOSPITAL,2343,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,MULUNDUTIRIKI EAST,1,MISS,0.13183,34.84834
21,KIMA HOSPITAL,2345,WESTERN,VIHIGA,EMUHAYA,WEKHOMO,IBOONA,1,MISS,0.04,34.64
37,VIHIGA DISTRICT HOSPITAL,1697,WESTERN,VIHIGA,VIHIGA,WAMULUMA,KEGOYE,1,MOH,0.08365,34.72989
48,ST. LUCIE'S HOSPITAL,4130,EASTERN,SOUTH MERU,CHUKA,MUGWE,MUGIRIRWA,1,PRIV,-0.335586,37.646847
0,SYATHANI DISP,0,EASTERN,KITUI,MUTONGONI,,,4,MOH,0.00E+00,0.00E+00
7,COAST PROVINCIAL GENERAL HOSP.,696,COAST,MOMBASA,ISLAND,OLD TOWN,OLD T.MAKADARA WARD,2,MOH,-4.059355,39.677362
3,EMBU PGH,840,EASTERN,EMBU,CENTRAL,MUNICIPALITY,NJUKIRI,2,MOH,-0.522973,37.453604
11,GARISSA PROVINCIAL GENERAL HOSPITAL,1209,N. EASTERN,GARISSA,CENTRAL,WABERI,WABERI,2,MOH,-0.334012,39.7739
63,KENYATTA NATIONAL HOSPITAL,157,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,2,MOH,-1.300876,36.806388
25,NYANZA PROVINCIAL GENERAL HOSP,1328,NYANZA,KISUMU,WINAM,S.W KISUMU,OJOLLA,2,MOH,-0.0919,34.6732
69,NAKURU PGH ANNEX,3842,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,AFRAHA,2,MOH,-0.2797,36.08029
70,NAKURU PROVINCIAL GENERAL HOSP,1783,RIFT VALLEY,NAKURU,NAKURU MUNI.,CENTRAL,AFRAHA,2,MOH,-0.28133,36.0732
19,ELDORET DISTRICT HOSPITAL MOI REFERRAL & TEACHING HOSPITAL,1923,RIFT VALLEY,UASIN GISHU,SOY,KIBULGENY,KAMUKUNJIUGISHU,2,MOH,0.538332,35.2886
25,KAKAMEGA PROVINCIAL GENERAL,2344,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,SHIRERE,2,MOH,0.27498,34.758806
12,GITHIGA HEALTH CENTRE,2401,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,MATUGUTA,3,MOH,-1.083,36.7462
13,GITHUNGURI HEALTH CENTRE,233,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,KANJAI,3,MOH,-1.05339,36.788
14,GITIHA HEALTH CENTRE,2398,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITIHA,3,MOH,-1.0742,36.6896
17,KAGAA HEALTH CENTRE,2400,CENTRAL,KIAMBU,GITHUNGURI,GITHUNGURI,GITHUNGURIKIAMBU,3,MOH,-1.05093,36.7467
19,KAGWE HEALTH CENTRE,2447,CENTRAL,KIAMBU,LARI,GATAMAIYU,KAGWE,3,MOH,-1.00448,36.7392
23,KARAI HEALTH CENTRE,0,CENTRAL,KIAMBU,KIKUYU,KARAI,NACHU,3,MOH,-1.28069,36.5765
26,KARURI HEALTH CENTRE,261,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,NJIKU,3,MOH,-1.18431,36.7399
31,KIBUBUTI HEALTH CENTRE,2412,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,KANUNGA,3,MISS,-1.157365,36.783449
33,KIENI HEALTH CENTRE,2448,CENTRAL,KIAMBU,LARI,KAMAE,KAMUKOMBI-INI,3,MOH,-0.858108,36.619369
34,KIGUMO HEALTH CENTRE,237,CENTRAL,KIAMBU,GITHUNGURI,KOMOTHAI,KARATINA,3,MOH,-1.031082,36.82658
35,KIHARA HEALTH CENTRE,216,CENTRAL,KIAMBU,KIAMBAA,KIHARA,MAHINDI,3,MOH,-1.21091,36.7386
39,KINALE HEALTH CENTRE,2452,CENTRAL,KIAMBU,LARI,KINALE,MUKEUKIAMBU,3,MOH,-0.908237,36.6157
42,KIRIITA MISSION HC,235,CENTRAL,KIAMBU,LARI,KIJABE,BATHI,3,MISS,-0.97,36.63
43,LARI HEALTH CENTRE,239,CENTRAL,KIAMBU,LARI,KIRENGA,ESCARPMENT,3,MOH,-1.02791,36.605
44,LIMURU HEALTH CENTRE,240,CENTRAL,KIAMBU,LIMURU,LIMURU,KAMIRITHU,3,MOH,-1.11593,36.6366
47,LUSIGETTI HEALTH CENTRE,2437,CENTRAL,KIAMBU,KIKUYU,KARAI,LUSINGETTI,3,MOH,-1.28,36.6136
52,NDEIYA HEALTH CENTRE,3928,CENTRAL,KIAMBU,LIMURU,NDEIYA,NDERU,3,MOH,-1.16975,36.5942
58,NGEWA HEALTH CENTRE,243,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.092343,36.863964
59,NYAGA HEALTH CENTRE,0,CENTRAL,KIAMBU,GITHUNGURI,NGEWA,NYAGA,3,MOH,-1.10326,36.8716
60,NYATHUNA HEALTH CENTRE,260,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KIRANGARIKIAMBU,3,MOH,-1.20204,36.7031
87,SULMAC HEALTH CENTRE,1035,EASTERN,MACHAKOS,,,,3,MOH,0.00E+00,0.00E+00
1,BARICHO HEALTH CENTRE,297,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,3,MOH,-0.563405,37.2305
2,BARICHO MISS H C,3082,CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANG'A,3,MISS,-0.568805,37.2387
24,KANGARU HEALTH CENTRE,908,CENTRAL,KIRINYAGA,NDIA,MWERUA,MAITHARUI,3,MOH,-0.582134,37.221234
31,KIAMUTUGU HEALTH CENTRE,280,CENTRAL,KIRINYAGA,GICHUGU,NJUKIINI,NGERWE,3,MOH,-0.47279,37.4018
36,KIANYAGA H C,299,CENTRAL,KIRINYAGA,GICHUGU,BARAGWI,GATU,3,MOH,-0.50091,37.3296
37,KIANYAGA MISS H C,3081,CENTRAL,KIRINYAGA,GICHUGU,BARAGWI,RWAMBITI,3,MISS,-0.51079,37.3426
40,KIMBIMBI HEALTH CENTRE,300,CENTRAL,KIRINYAGA,MWEA,NYANGATI,NYANGATI,3,MOH,-0.61705,37.3651
56,SAGANA H C,304,CENTRAL,KIRINYAGA,NDIA,KIINE SOUTH,SAGANAKIRINYAGA,3,MOH,-0.67113,37.2187
5,GITHUMU HEALTH CENTRE,0,CENTRAL,MARAGUA,KANDARA,RUCHU,GITHUMU,3,MISS,-0.82,36.9
7,ICHAGAKI HEALTH CENTRE,390,CENTRAL,MARAGUA,MARAGUA,ICHAGAKI,ICHAGAKI,3,MISS,-0.816915,37.070665
12,KANDARA HEALTH CENTRE,377,CENTRAL,MARAGUA,KANDARA,MURUKA,GATITU/NGUTHIRU,3,MOH,-0.897239,37.038699
17,MAKUYU HEALTH CENTRE,384,CENTRAL,MARAGUA,MAKUYU,MAKUYU,MAKUYU,3,MOH,-0.89406,37.18661
19,MARAGUA RIDGE HEALTH CENTRE,348,CENTRAL,MARAGUA,MARAGUA,MARAGUA RIDGE,MARAGUA RIDGE,3,MOH,-0.77,37.2
33,SABASABA SUB HEALTH CENTRE,373,CENTRAL,MARAGUA,MARAGUA,KAHUMBU,KANDANI,3,MOH,-0.87501,37.1361
23,KANGEMA HEALTH CENTRE,378,CENTRAL,MURANGA,KANGEMA,MUGURU,GAKIRA,3,MOH,-0.68709,36.97065
37,KIROGO HEALTH CENTRE,381,CENTRAL,MURANGA,KAHURO,KAHUHIA,KIROGO,3,MOH,-0.71178,37.02947
42,MUGEKA HEALTH CENTRE,354,CENTRAL,MURANGA,KIHARU,GATURI,GEITWA/MUGEKA,3,MOH,-0.63969,37.09145
50,TUTHU SUB HEALTH CENTRE,386,CENTRAL,MURANGA,KANGEMA,KIRURI,TUTHU,3,MOH,-0.6667,36.831081
3,ENGINEER HEALTH CENTRE,398,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,GATHARA,3,MOH,-0.610526,36.5919
9,KARANGATHA HEALTH CENTRE,427,CENTRAL,NYANDARUA,SOUTH KINANGOP,NYAKIO,KARANGATHA,3,MOH,-0.78127,36.6182
13,LESHAU PONDO HEALTH CENTRE,428,CENTRAL,NYANDARUA,OL JORO OROK,WERU,GATUMBIRONYAND,3,MOH,-0.092321,36.421123
15,MAINA & MWANGI HEALTH CENTRE,429,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,NYAIROKO,3,MOH,-0.144529,36.3269
19,MIRANGINE HEALTH CENTRE,431,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,MELANGINE,3,MOH,-0.206317,36.254
24,NDARAGWA HEALTH CENTRE,407,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,MURICHO,3,MOH,-0.040465,36.5441
30,NGANO H C,410,CENTRAL,NYANDARUA,OL JORO OROK,GATANJE,NGANO,3,MOH,-0.095749,36.2833
33,NJABINI HEALTH CENTRE,432,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,KIBURU,3,MOH,-0.721433,36.6657
52,WANJOHI HEALTH CENTRE,434,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,GATONDO,3,MOH,-0.307129,36.5122
8,ENDARASHA HEALTH CENTRE,509,CENTRAL,NYERI,KIENI WEST,ENDARASHA,ENDARASHA,3,MOH,-0.307348,36.7948
17,GICHICHI SUB HEALTH CENTRE,489,CENTRAL,NYERI,OTHAYA,CHINGA,GICHICHENYERI,3,MOH,-0.57562,36.92429
18,GICHIRA HEALTH CENTRE,449,CENTRAL,NYERI,TETU,AGUTHI,GICHIRA,3,MOH,-0.471847,37.019369
38,KAMOKO SUB HEALTH CENTRE,459,CENTRAL,NYERI,OTHAYA,MAHIGA,KAMOKO,3,MOH,-0.514689,36.931145
50,KINUNGA HEALTH CENTRE,491,CENTRAL,NYERI,TETU,TETU,KIGOGOINI,3,MOH,-0.441123,36.89
65,NARO MORU SUB HEALTH CENTRE,474,CENTRAL,NYERI,KIENI EAST,NAROMORU,NAROMORU,3,MOH,-0.16667,37.02027
70,NGORANO HEALTH CENTRE,510,CENTRAL,NYERI,MATHIRA,NGORANO,HIRIGA,3,MOH,-0.409901,37.064189
81,TOWN HEALTH CENTRE,493,CENTRAL,NYERI,MUNICIPALITY,MUKARO,MAJENGONYERI,3,MOH,-0.41983,36.94906
84,WAMAGANA HEALTH CENTRE,494,CENTRAL,NYERI,TETU,KARUNDU,KIANJOGUNYERI,3,MOH,-0.475806,36.9319
86,WARAZO HEALTH CENTRE,511,CENTRAL,NYERI,KIENI EAST,KABARU,KIRIMANYERI,3,MOH,-0.260355,37.11397
4,GAKOE HC,2425,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,GAKOE,3,MOH,-0.875356,36.7836
11,GATURA HEALTH CENTRE,376,CENTRAL,THIKA,GATANGA,KARIARA,GATURATHIKA,3,MOH,-0.853212,36.861235
15,IGEGANIA HEALTH CENTRE,258,CENTRAL,THIKA,KAMWANGI,CHANIA,MUIRIGO,3,MOH,-0.982097,36.9528
19,KALIMONI HEALTH CENTRE,234,CENTRAL,THIKA,RUIRU,JUJA,KALIMONI,3,MISS,-1.13724,37.0749
21,KARATU HEALTH CENTRE,236,CENTRAL,THIKA,GATUNDU,NDARUGU,MUNYUINI,3,MOH,-0.928727,36.7836
29,KINYANGI HEALTH CENTRE,380,CENTRAL,THIKA,KAKUZI,KAKUZI,KINYANGI,3,MOH,-1.00517,37.3083
32,KIRWARA HEALTH CENTRE,383,CENTRAL,THIKA,KAMWANGI,CHANIA,NGORONGO,3,MOH,-0.923212,36.90321
36,MANGU DISPENSARY,241,CENTRAL,THIKA,KAMWANGI,MANGU,GATUKUYU,3,MISS,-0.987387,36.953603
41,MUGUTHA HEALTH CENTRE,0,CENTRAL,THIKA,RUIRU,RUIRU,MUGUTHA,3,MOH,-1.14266,36.9686
45,MUNYU HEALTH CENTRE,259,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,MUNYU,3,MOH,-1.11553,37.1134
51,NDUNDU MISSION HEALTH CENTRE,232,CENTRAL,THIKA,GATUNDU,KIGANJO,NDUNDU,3,MISS,-0.973651,36.797039
52,NDUNGU HEALTH CENTRE,2422,CENTRAL,THIKA,GATUNDU,NGENDA,KIRANGARITHIKA,3,MISS,-1.009908,36.901789
54,NGENDA HEALTH CENTRE,242,CENTRAL,THIKA,GATUNDU,KIAMWANGI,GATHAGE,3,MOH,-1.03185,36.8944
55,NGORIBA HEALTH CENTRE,223,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,NGOLIBA,3,MOH,-1.04723,37.2776
56,NGORONGO HEALTH CENTRE,244,CENTRAL,THIKA,KAMWANGI,CHANIA,NGORONGO,3,MOH,-0.919681,36.9044
59,RUIRU HEALTH CENTRE,245,CENTRAL,THIKA,RUIRU,RUIRU,RUIRUTHIKA,3,MOH,-1.11779,36.9066
2,BAMBA HEALTH CENTRE,559,COAST,KILIFI,BAMBA,BAMBA,PAZIANIKILIFI,3,MOH,-3.54541,39.523701
13,JIBANA HEALTH CENTRE,560,COAST,KILIFI,KALOLENI,JIBANA,TSAGWA,3,MOH,-3.83107,39.686451
18,KIZINGO H C,3300,COAST,KILIFI,CHONYI,MWARAKAYA,KIZINGOKILIFI,3,MOH,-3.782055,39.676958
21,MARIAKANI HEALTH CENTRE,570,COAST,KILIFI,KALOLENI,MARIAKANI,KAWALA/KADZONZO,3,MOH,-3.85673,39.49386
0,NANDI SOUTH DISTRICT HOSP,0,RIFT VALLEY,NANDI,,,,1,MOH,0.00E+00,0.00E+00
0,MASENO MISS HOSP,0,WESTERN,VIHIGA,EMUHAYA,SOUTH BUNYORE,VIRANYI,1,MISS,0.00E+00,0.00E+00
1,AMA HEALTH CENTRE,4732,CENTRAL,THIKA,,,,3,MISS,0.00E+00,0.00E+00
49,NDONYERO HEALTH CENTRE,4595,CENTRAL,THIKA,,,,3,MOH,0.00E+00,0.00E+00
28,RABAI HEALTH CENTRE,571,COAST,KILIFI,KALOLENI,RABAI,BUNI/CHISIMANI,3,MOH,-3.93892,39.566319
0,GATEGI H C,0,EASTERN,MBEERE,MWEA,GATEGI,GATEGI,3,MOH,0.00E+00,0.00E+00
35,VIPINGO HEALTH CENTRE,572,COAST,KILIFI,KIKAMBALA,JUNJU,VIPINGO,3,MOH,-3.81929,39.809422
10,KIKONENI H C,603,COAST,KWALE,MSAMBWENI,KIKONENI,BUMBANI,3,MOH,-4.44607,39.3135
46,SAMBURU H C,604,COAST,KWALE,SAMBURU,SAMBURU,MATOPE,3,MOH,-3.79005,39.2698
47,SHIMBA HILLS H C,605,COAST,KWALE,KUBO,MAJIMBONI,SHIMBA HILLS,3,MOH,-4.35774,39.4179
50,TARU HEALTH CENTRE,606,COAST,KWALE,SAMBURU,TARU,TARU,3,MOH,-3.75431,39.1423
51,TIWI RURAL H T C,613,COAST,KWALE,MATUGA,TIWI,MKOYO,3,MOH,-4.24935,39.5869
53,VANGA H C,607,COAST,KWALE,MSAMBWENI,VANGA,VANGA,3,MOH,-4.660974,39.217396
2,BARGONI HEALTH CENTRE,3606,COAST,LAMU,HINDI,HINDI MAGOGONI,BARGONI,3,MOH,-2.057423,40.795232
3,FAZA HEALTH CENTRE,626,COAST,LAMU,FAZA,TCHUNDWA,TCHUNDWA,3,MOH,-2.071384,41.106066
6,HONGWE CATHOLIC HEALTH CENTRE,616,COAST,LAMU,MPEKETONI,HONGWE,HONGWE,3,MISS,-2.341627,40.657674
8,KIUNGA HEALTH CENTRE,627,COAST,LAMU,KIUNGA,KIUNGA,RUBU/MWAMBORE,3,MOH,-1.741314,41.489472
11,LAKE KENYATTA HEALTH CENTRE,2451,COAST,LAMU,MPEKETONI,MPEKETONI,KIONGWE,3,MISS,-2.368667,40.716142
19,MOKOWE HEALTH CENTRE,628,COAST,LAMU,HINDI,MOKOWE,KILIMANI,3,MOH,-2.226905,40.830624
20,MPEKETONI HEALTH CENTRE,629,COAST,LAMU,MPEKETONI,MPEKETONI,CENTRALLAMU,3,MOH,-2.38934,40.6976
29,WITU HEALTH CENTRE,630,COAST,LAMU,WITU,WITU,WITU,3,MOH,-2.39067,40.435958
10,JILORE HEALTH CENTRE,533,COAST,MALINDI,MALINDI,JILORE,JILORE/ZIAN,3,MOH,-3.18922,39.905842
17,MARAFA HEALTH CENTRE MAGARINI,561,COAST,MALINDI,MARAFA,MARAFA,MADINA,3,MOH,-3.02833,39.959728
22,MUNICIPAL HEALTH CENTRE,4350,COAST,MALINDI,MALINDI,MALINDI,SHELLAMALINDI,3,LA,-3.232732,40.114903
17,JOMVU KUU HEALTH CENTRE,685,COAST,MOMBASA,CHANGAMWE,MIRITINI,JOMVU KUU,3,LA,-3.987726,39.598962
21,KONGOWEA HEALTH CENTRE,683,COAST,MOMBASA,KISAUNI,KONGOWEA,KONGOWEA,3,MOH,-4.041348,39.684077
23,KWA JOMVU HEALTH CENTRE,684,COAST,MOMBASA,CHANGAMWE,PORT REITZ,PORT REITZ,3,LA,-4.04,39.6
24,LIKONI HEALTH CENTRE,687,COAST,MOMBASA,LIKONI,LIKONI,TIMBWANI,3,MOH,-4.085214,39.655484
27,MAGONGO HEALTH CENTRE,688,COAST,MOMBASA,CHANGAMWE,KIPEVU,KIPEVU,3,LA,-4.0352,39.63
30,MAKUPA HEALTH CENTRE,690,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,3,LA,-4.03153,39.655225
41,MTONGWE HEALTH CENTRE,692,COAST,MOMBASA,LIKONI,MTONGWE,MTONGWE,3,MOH,-4.081243,39.639063
46,MWEMBE TAYARI SUB HEALTH CENTRE,664,COAST,MOMBASA,ISLAND,GANJONI,KIZINGOMOMBASA,3,LA,-4.064651,39.672694
58,TUDOR HEALTH CENTRE,678,COAST,MOMBASA,ISLAND,TUDOR,TUDOR,3,MOH,-4.029273,39.661421
7,KASIGAU HEALTH CENTRE,732,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,MLONDO,3,MOH,-3.3842,38.3438
15,MBALE HEALTH CENTRE,733,COAST,TAITA TAVETA,WUNDANYI,MBALE,MBALE CENTRAL,3,MOH,-3.3793,38.383011
20,MPINZINYI HEALTH CENTRE,734,COAST,TAITA TAVETA,MWATATE,KISHAMBA,KAYA/ILOLE,3,MOH,-3.45746,38.37886
26,MWATATE HEALTH CENTRE,735,COAST,TAITA TAVETA,MWATATE,MWACHABO,MWACHABO,3,MOH,-3.50728,38.368629
29,NYACHE HEALTH CENTRE,736,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,NYACHE,3,MOH,-3.33836,38.380901
31,SAGALA HEALTH CENTRE,737,COAST,TAITA TAVETA,VOI,SAGALLA,TERI,3,MOH,-3.49354,38.582191
38,WUNDANYI HEALTH CENTRE,738,COAST,TAITA TAVETA,WUNDANYI,WUNDANYI,WUNDANYI,3,MOH,-3.41828,38.359781
5,BURA HEALTH CENTRE,791,COAST,TANA RIVER,BURA,BURA,METI,3,MOH,-1.18281,39.838829
14,GARSEN HEALTH CENTRE,792,COAST,TANA RIVER,GARSEN,BILISA,CHIRA,3,MOH,-2.27091,40.10762
23,KIPINI HEALTH CENTRE,793,COAST,TANA RIVER,KIPINI,KIPINI,KIPINI,3,MOH,-2.5308,40.541761
25,MADOGO HEALTH CENTRE,794,COAST,TANA RIVER,MADOGO,MADOGO,MADOGO,3,MOH,-0.47267,39.607311
33,MAUMAU SEC SUB-HEALTH CENTRE,761,COAST,TANA RIVER,GALORE,KIARIKUNGU,KIARIKUNGU,3,MOH,-1.50592,40.00832
40,MORORO HEALTH CENTRE,3818,COAST,TANA RIVER,MADOGO,MORORO,MORORO,3,MOH,-0.474663,39.632476
22,KANYAKINE HEALTH CENTRE,1098,EASTERN,CENTRAL MERU,ABOGETA,KITHANGARI,NTHARENE,3,MOH,-0.120981,37.6702
30,KIBIRICHIA HEALTH CENTRE,1112,EASTERN,CENTRAL MERU,ABOTHUGUCHI WEST,KIAMIOGO,KIAMIOGO,3,MOH,0.125967,37.5037
50,MKUMBUNE SUB DISTRICT HOSPITAL,1137,EASTERN,CENTRAL MERU,NKUENE,MIKUMBUNE,MIKUMBUNE,3,MOH,-0.072225,37.6006
71,RUIRI RHDC,1186,EASTERN,CENTRAL MERU,BUURI,RUIRI,NCOROIBORO,3,MOH,0.162059,37.6436
74,TIMAU HEALTH CENTRE,1177,EASTERN,CENTRAL MERU,TIMAU,NGUSISHI,MARITATI,3,MOH,0.110137,37.265
76,URUKU H C,1162,EASTERN,CENTRAL MERU,NKUENE,NKUENE,URUKUCMERU,3,MOH,-0.030434,37.6088
15,KARAU H C,814,EASTERN,EMBU,MANYATTA,NGINDA,MBUVORI,3,MOH,-0.387075,37.4615
16,KARURUMO RHTC,844,EASTERN,EMBU,KYENI,KARURUMO,KATHUNGURI,3,MOH,-0.46,37.66
22,KIANJOKOMA HEALTH CENTRE,837,EASTERN,EMBU,RUNYENJES,KAGAARI NORTH,KIANJOKOMA,3,MOH,-0.397093,37.5016
23,KIBUGU HEALTH CENTRE,838,EASTERN,EMBU,MANYATTA,NGINDA,KIBUGU,3,MOH,-0.444346,37.4352
13,KINNA H C,858,EASTERN,ISIOLO,KINNA,KINNA,KINNA,3,MOH,0.372175,38.1796
22,MERTI HEALTH CENTRE,872,EASTERN,ISIOLO,MERTI,MERTI,MERTI SOUTH,3,MOH,1.06354,38.6421
1,IKANGA HEALTH CENTRE,876,EASTERN,KITUI,MUTOMO,IKANGA,KATHUNGU,3,MISS,-1.70245,38.0678
2,IKUTHA HEALTH CENTRE,918,EASTERN,KITUI,IKUTHA,IKUTHA,NDILI,3,MOH,-2.07467,38.1845
14,KATULANI HEALTH CENTRE,919,EASTERN,KITUI,CENTRAL,KATULANI,KATULANIKITUI,3,MOH,-1.52074,37.9566
19,KAUWI HEALTH CENTRE,920,EASTERN,KITUI,KABATI,KAUWI,KAUWI,3,MOH,-1.23961,37.9032
21,KISASI HEALTH CENTRE,411,EASTERN,KITUI,CHULUNI,KISASI,MASIMBINI,3,MOH,-1.56242,38.0305
32,MIAMBANI HEALTH CENTRE,922,EASTERN,KITUI,CENTRAL,MIAMBANI,MUNGANGA,3,MOH,-1.26299,38.1134
39,MUTITO HEALTH CENTRE,924,EASTERN,KITUI,MUTITU,MUTITU,KITOOMUTITU,3,MOH,-1.23648,38.2011
50,YATTA HEALTH CENTRE,929,EASTERN,KITUI,YATTA,YATTA,MAKUSYA,3,MOH,-1.46519,37.8399
